video_time_s,csv_time_s,label,label_name,note
13.852,116.221,2,Rueckhand,
16.852,119.221,2,Rueckhand,
19.887,122.256,1,Vorhand,
23.577,125.946,1,Vorhand,
26.654,129.023,1,Vorhand,
32.187,134.556,1,Vorhand,
35.821,138.190,1,Vorhand,
38.954,141.323,1,Vorhand,
41.787,144.156,1,Vorhand,
44.921,147.290,1,Vorhand,
49.477,151.846,2,Rueckhand,
52.644,155.013,1,Vorhand,
55.991,158.360,1,Vorhand,
59.055,161.424,1,Vorhand,
62.239,164.608,2,Rueckhand,
65.433,167.802,2,Rueckhand,
68.766,171.135,2,Rueckhand,
72.724,175.093,2,Rueckhand,
90.307,192.676,7,Kein Schlag / Other,
95.683,198.052,1,Vorhand,
98.717,201.086,1,Vorhand,
102.250,204.619,1,Vorhand,
105.350,207.719,4,Slice Rueckhand,
108.883,211.252,2,Rueckhand,
111.683,214.052,2,Rueckhand,
115.883,218.252,2,Rueckhand,
118.016,220.385,8,Schlaeger drehen,
119.483,221.852,8,Schlaeger drehen,
123.750,226.119,9,Schwung ohne Ball,
125.550,227.919,8,Schlaeger drehen,
127.550,229.919,8,Schlaeger drehen,
131.150,233.519,1,Vorhand,
134.050,236.419,1,Vorhand,
137.583,239.952,1,Vorhand,
141.183,243.552,2,Rueckhand,
144.650,247.019,2,Rueckhand,
148.607,250.976,6,Aufschlag von unten,
151.974,254.343,2,Rueckhand,
157.374,259.743,1,Vorhand,
161.041,263.410,9,Schwung ohne Ball,
163.507,265.876,1,Vorhand,
171.774,274.143,9,Schwung ohne Ball,
176.241,278.610,8,Schlaeger drehen,
179.707,282.076,8,Schlaeger drehen,
181.041,283.410,8,Schlaeger drehen,
182.341,284.710,8,Schlaeger drehen,
187.874,290.243,2,Rueckhand,
191.441,293.810,1,Vorhand,
194.674,297.043,1,Vorhand,
197.874,300.243,2,Rueckhand,
201.574,303.943,1,Vorhand,
204.541,306.910,2,Rueckhand,
207.841,310.210,1,Vorhand,
212.774,315.143,1,Vorhand,
215.807,318.176,4,Slice Rueckhand,
224.841,327.210,6,Aufschlag von unten,
228.607,330.976,1,Vorhand,
231.874,334.243,1,Vorhand,
235.974,338.343,1,Vorhand,
239.841,342.210,1,Vorhand,
244.607,346.976,1,Vorhand,
247.741,350.110,1,Vorhand,
251.041,353.410,3,Slice Vorhand,
255.941,358.310,1,Vorhand,
259.207,361.576,2,Rueckhand,
262.141,364.510,4,Slice Rueckhand,
265.441,367.810,1,Vorhand,
292.970,395.339,2,Rueckhand,
296.270,398.639,1,Vorhand,
299.237,401.606,1,Vorhand,
301.937,404.306,2,Rueckhand,
311.770,414.139,1,Vorhand,
314.937,417.306,2,Rueckhand,
336.296,438.665,6,Aufschlag von unten,
341.329,443.698,6,Aufschlag von unten,
344.796,447.165,2,Rueckhand,
348.429,450.798,2,Rueckhand,
351.229,453.598,6,Aufschlag von unten,
355.096,457.465,1,Vorhand,
358.196,460.565,2,Rueckhand,
363.796,466.165,8,Schlaeger drehen,
373.729,476.098,6,Aufschlag von unten,
377.429,479.798,2,Rueckhand,
387.129,489.498,1,Vorhand,
390.563,492.932,1,Vorhand,
397.363,499.732,6,Aufschlag von unten,
401.096,503.465,2,Rueckhand,
408.596,510.965,1,Vorhand,
411.729,514.098,1,Vorhand,
415.029,517.398,2,Rueckhand,
441.796,544.165,6,Aufschlag von unten,
452.563,554.932,6,Aufschlag von unten,
456.090,558.459,2,Rueckhand,
459.390,561.759,2,Rueckhand,
462.823,565.192,2,Rueckhand,
465.957,568.326,4,Slice Rueckhand,
468.590,570.959,6,Aufschlag von unten,
472.157,574.526,1,Vorhand,
480.090,582.459,8,Schlaeger drehen,
491.723,594.092,6,Aufschlag von unten,
495.357,597.726,2,Rueckhand,
502.323,604.692,1,Vorhand,
505.698,608.067,2,Rueckhand,
517.131,619.500,1,Vorhand,
520.931,623.300,1,Vorhand,
524.398,626.767,1,Vorhand,
530.065,632.434,6,Aufschlag von unten,
533.665,636.034,1,Vorhand,
536.765,639.134,1,Vorhand,
539.865,642.234,1,Vorhand,
543.065,645.434,1,Vorhand,
546.031,648.400,1,Vorhand,
548.998,651.367,1,Vorhand,
567.231,669.600,6,Aufschlag von unten,
570.665,673.034,1,Vorhand,
573.831,676.200,2,Rueckhand,
577.265,679.634,1,Vorhand,
580.465,682.834,3,Slice Vorhand,
591.965,694.334,8,Schlaeger drehen,
596.831,699.200,8,Schlaeger drehen,
601.831,704.200,1,Vorhand,
604.898,707.267,1,Vorhand,
609.198,711.567,2,Rueckhand,
613.598,715.967,4,Slice Rueckhand,
627.532,729.901,8,Schlaeger drehen,
629.565,731.934,8,Schlaeger drehen,
632.465,734.834,1,Vorhand,
635.636,738.005,1,Vorhand,
638.501,740.870,3,Slice Vorhand,
642.501,744.870,2,Rueckhand,
649.601,751.970,8,Schlaeger drehen,
652.134,754.503,8,Schlaeger drehen,
667.401,769.770,8,Schlaeger drehen,
669.768,772.137,8,Schlaeger drehen,
672.901,775.270,8,Schlaeger drehen,
676.134,778.503,6,Aufschlag von unten,
679.734,782.103,2,Rueckhand,
683.634,786.003,2,Rueckhand,
687.108,789.477,1,Vorhand,
694.674,797.043,3,Slice Vorhand,
700.241,802.610,8,Schlaeger drehen,
701.607,803.976,8,Schlaeger drehen,
705.574,807.943,2,Rueckhand,
715.141,817.510,2,Rueckhand,
720.774,823.143,6,Aufschlag von unten,
724.460,826.829,2,Rueckhand,
727.637,830.006,2,Rueckhand,
759.171,861.540,6,Aufschlag von unten,
765.204,867.573,2,Rueckhand,
768.737,871.106,8,Schlaeger drehen,
771.971,874.340,2,Rueckhand,
775.271,877.640,2,Rueckhand,
779.571,881.940,2,Rueckhand,
783.204,885.573,2,Rueckhand,
788.604,890.973,6,Aufschlag von unten,
792.504,894.873,4,Slice Rueckhand,
813.304,915.673,8,Schlaeger drehen,
821.271,923.640,2,Rueckhand,
827.037,929.406,2,Rueckhand,
831.671,934.040,4,Slice Rueckhand,
837.771,940.140,8,Schlaeger drehen,
