video_time_s,csv_time_s,label,label_name,note
19.491,1.254,7,Kein Schlag / Other,
20.020,1.783,7,Kein Schlag / Other,
20.514,2.277,7,Kein Schlag / Other,
53.365,35.128,2,Rueckhand,
56.305,38.068,2,Rueckhand,
58.825,40.588,8,Schlaeger drehen,
70.515,52.278,1,Vorhand,
81.205,62.968,10,Unsicher,
106.392,88.155,7,Kein Schlag / Other,
107.257,89.020,10,Unsicher,
122.405,104.168,1,Vorhand,
129.112,110.875,7,Kein Schlag / Other,
131.757,113.520,1,Vorhand,
132.600,114.363,7,Kein Schlag / Other,
344.317,326.080,8,Schlaeger drehen,
348.676,330.439,10,Unsicher,
354.740,336.503,8,Schlaeger drehen,
364.341,346.104,1,Vorhand,
368.454,350.217,8,Schlaeger drehen,
384.228,365.991,1,Vorhand,
387.872,369.635,1,Vorhand,
388.264,370.027,7,Kein Schlag / Other,
391.434,373.197,2,Rueckhand,
410.521,392.284,1,Vorhand,
427.519,409.282,10,Unsicher,
440.049,421.812,1,Vorhand,
444.076,425.839,2,Rueckhand,
447.394,429.157,2,Rueckhand,
450.799,432.562,4,Slice Rueckhand,
468.070,449.833,8,Schlaeger drehen,
508.244,490.007,1,Vorhand,
512.779,494.542,8,Schlaeger drehen,
520.929,502.692,1,Vorhand,
533.027,514.790,4,Slice Rueckhand,
540.948,522.711,7,Kein Schlag / Other,
544.663,526.426,3,Slice Vorhand,
558.168,539.931,8,Schlaeger drehen,
564.257,546.020,1,Vorhand,
609.998,591.761,8,Schlaeger drehen,
621.881,603.644,1,Vorhand,
629.436,611.199,1,Vorhand,
636.749,618.512,8,Schlaeger drehen,
640.670,622.433,8,Schlaeger drehen,
645.639,627.402,1,Vorhand,
650.933,632.696,8,Schlaeger drehen,
655.936,637.699,1,Vorhand,
663.740,645.503,8,Schlaeger drehen,
669.131,650.894,1,Vorhand,
672.455,654.218,3,Slice Vorhand,
675.597,657.360,1,Vorhand,
676.184,657.947,7,Kein Schlag / Other,
678.335,660.098,8,Schlaeger drehen,
691.868,673.631,3,Slice Vorhand,
700.394,682.157,10,Unsicher,
708.722,690.486,1,Vorhand,
709.405,691.168,9,Schwung ohne Ball,
713.610,695.373,10,Unsicher,
728.517,710.280,7,Kein Schlag / Other,
733.694,715.457,8,Schlaeger drehen,
742.269,724.033,1,Vorhand,
745.312,727.075,3,Slice Vorhand,
747.648,729.411,7,Kein Schlag / Other,
748.049,729.812,10,Unsicher,
756.184,737.947,8,Schlaeger drehen,
761.950,743.713,8,Schlaeger drehen,
768.658,750.421,7,Kein Schlag / Other,
772.492,754.255,3,Slice Vorhand,
776.018,757.781,1,Vorhand,
784.780,766.543,8,Schlaeger drehen,
790.928,772.691,1,Vorhand,
794.857,776.620,1,Vorhand,
798.040,779.803,2,Rueckhand,
799.199,780.962,10,Unsicher,
807.061,788.824,8,Schlaeger drehen,
809.363,791.126,8,Schlaeger drehen,
815.791,797.554,1,Vorhand,
819.337,801.100,1,Vorhand,
828.950,810.713,8,Schlaeger drehen,
834.337,816.100,1,Vorhand,
846.607,828.370,1,Vorhand,
850.436,832.199,1,Vorhand,
853.992,835.755,2,Rueckhand,
857.921,839.684,1,Vorhand,
860.762,842.525,1,Vorhand,
889.372,871.135,8,Schlaeger drehen,
894.389,876.152,1,Vorhand,
898.700,880.463,2,Rueckhand,
902.448,884.211,2,Rueckhand,
907.525,889.288,2,Rueckhand,
929.648,911.411,1,Vorhand,
931.243,913.006,7,Kein Schlag / Other,
953.916,935.679,1,Vorhand,
954.570,936.333,7,Kein Schlag / Other,
958.804,940.567,7,Kein Schlag / Other,
966.116,947.879,1,Vorhand,
970.115,951.878,1,Vorhand,
974.628,956.391,4,Slice Rueckhand,
986.042,967.805,1,Vorhand,
993.577,975.340,10,Unsicher,
999.468,981.231,7,Kein Schlag / Other,
1302.451,1284.214,7,Kein Schlag / Other,
1304.642,1286.405,7,Kein Schlag / Other,
1313.316,1295.079,7,Kein Schlag / Other,
1315.743,1297.506,7,Kein Schlag / Other,
1318.907,1300.670,7,Kein Schlag / Other,
1330.753,1312.516,1,Vorhand,
1334.420,1316.183,1,Vorhand,
1336.583,1318.346,7,Kein Schlag / Other,
1339.986,1321.749,8,Schlaeger drehen,
1343.120,1324.883,8,Schlaeger drehen,
1345.515,1327.278,8,Schlaeger drehen,
1352.372,1334.135,1,Vorhand,
1355.756,1337.519,1,Vorhand,
1356.462,1338.225,9,Schwung ohne Ball,
1360.236,1341.999,10,Unsicher,
1373.614,1355.377,1,Vorhand,
1381.739,1363.502,8,Schlaeger drehen,
1390.217,1371.980,1,Vorhand,
1394.864,1376.627,10,Unsicher,
1395.739,1377.502,10,Unsicher,
1398.014,1379.777,10,Unsicher,
1403.942,1385.705,7,Kein Schlag / Other,
1415.549,1397.312,3,Slice Vorhand,
1419.390,1401.153,1,Vorhand,
1430.221,1411.984,8,Schlaeger drehen,
1436.869,1418.632,1,Vorhand,
1440.063,1421.826,4,Slice Rueckhand,
1443.649,1425.412,4,Slice Rueckhand,
1447.749,1429.512,10,Unsicher,
1455.248,1437.011,8,Schlaeger drehen,
1463.151,1444.914,3,Slice Vorhand,
1472.832,1454.595,7,Kein Schlag / Other,
1489.523,1471.286,7,Kein Schlag / Other,
1495.094,1476.857,1,Vorhand,
1495.880,1477.643,9,Schwung ohne Ball,
